2019-02-09 08:30,#春节我在岗系列报道六#,合肥轨道交通春节我在岗系列报道六头戴小红帽身着黄马甲信号检修工穿梭在地下信号机旁中国赞中国赞大年初四的深夜轨道交通号线终点站最后一班结束运营的列车缓缓驶出区间隧道返回珠江路车辆段运用库一群头戴小红帽身着黄马甲的信号检修工早已拎着工具包站在区间隧道的入口处等待待列车展开全文
2019-02-08 08:30,#春节我在岗系列报道五#,合肥轨道交通春节我在岗系列报道五智慧大脑指挥官守护线网保安全中国赞中国赞自合肥轨道交通开通运营以来号线珠江路车辆段控制中心大楼大厅即控制中心的灯从未熄灭过这里是轨道交通运营指挥的智慧大脑是各类运营信息的收发中心一年天每天小时都有人值守大厅里的工作人员被统称为展开全文
2019-02-07 08:30,#春节我在岗系列报道四#,合肥轨道交通春节我在岗系列报道四孤独的地下飞行员驾驶列车送您回家中国赞中国赞深夜点呼呼的冷风吹动着铁轨外墙旁的樟树矗立在铁轨旁电线杆上的强光射灯还在坚守照亮最后一列列车回库的道路合肥轨道交通乘务一中心电客车司机何有双眼目视前方端坐在司机室座位上缓缓推动前进的动力手柄慢慢地将列展开全文
2019-02-06 08:30,#春节我在岗系列报道三#,合肥轨道交通春节我在岗系列报道三车站守护者辛苦并快乐着中国赞中国赞春节大年初一一大早整个城市还在朦胧的睡意中合肥轨道交通站务二中心振兴路站值班站长刘超禹已经在工作岗位上开始了一天的忙碌想知道详情吗请戳图爱你爱你
2019-02-05 08:31,#春节我在岗系列报道二#,合肥轨道交通春节我在岗系列报道二列车医生的除夕夜中国赞中国赞中国赞中国赞除夕夜新春的钟声即将敲响轰隆轰隆的声响打破了合肥轨道交通号线珠江路车辆段内的寂静刚刚结束晚高峰运营任务的列车正缓缓驶进车辆段运用库等候多时的车辆检修一中心检修人员张绍波早已穿好工作服带好安全帽清理好检修工展开全文
2019-02-05 08:30,#春节特辑#,合肥轨道交通春节特辑一年又一年有人相聚便有人选择坚守将便捷送达千家万户新的一年万象更新我们展望美好明天我们接触新的事物我们迎接新的挑战但无论风雨合轨人始终不忘初心用微笑陪伴你我用温暖服务旅途感谢你们的一路陪伴今天是大年初一合肥轨道交通的一线员工给您拜年啦祝大家展开全文
2019-02-04 08:33,#春节我在岗系列报道一#,合肥轨道交通春节我在岗系列报道一春节特辑工程建设不停歇全力以赴保贯通中国赞中国赞自合肥轨道交通开工建设的第一年起每逢春节假期总能看到一些身影依然忙碌在轨道交通工程建设现场用坚守为合肥这座城市送上新春的祝福何金节是合肥轨道公司建设分公司的一名业主代表主要负责轨道交通号线高架段土建展开全文
2019-02-04 08:32,#春节我在岗系列报道#,合肥轨道交通春节我在岗系列报道又是一年的春节来临红红的对联早已经贴上亲人团聚的呼唤在每个人的心头荡漾外出的游子期盼归乡在这万家团圆的时刻我们还在工作岗位上赞啊赞啊为了保障广大乘客安全便捷出行为了推进工程项目又好又快建设力争实现新线早日开通运营这个春节多个平凡的展开全文
2019-02-04 08:31,#春节特辑#,合肥轨道交通春节特辑合肥轨道交通恭祝全市人民新春快乐笑哈哈笑哈哈笑哈哈笑哈哈
2019-02-03 10:00,#春节特辑#,合肥轨道交通春节特辑合肥轨道交通已开通运营年多了你知道哪座车站月度客流数据长期霸榜吗你天天上班乘坐地铁的那座车站月度客流数据挤进线网前三了吗今天轨道君就带您一起盘合肥轨道交通车站月度客流排行榜合肥轨道交通的秒拍视频合肥轨道交通的秒拍视频
2019-02-02 17:48,#春节特辑#,合肥轨道交通春节特辑小伙伴们看过来来来月日农历年二十九皮皮猪陪您一起过大年憧憬憧憬当天在号线合肥火车站大东门站号线三里庵站四牌楼站市轨道公司特别设置了温馨服务台为您提供临时休息热水充电及其他力所能及的暖心服务温暖您的回家路同时温馨服务台还有福利相展开全文
2019-02-01 17:02,#合轨动态#,合肥轨道交通合轨动态月日上午市轨道公司组织召开轨道交通在建工程年百日攻坚行动总结表彰会会议听取了关于合肥城市轨道交通在建工程年百日攻坚行动总结报告的汇报宣读了关于表彰合肥市轨道交通在建工程年百日攻坚行动先进单位先进个人的决定参会领导为获奖集体及展开全文
2019-01-31 16:46,合肥市人民政府发布合肥轨道交通三期规划通过专家评估月日受国家发改委委托中国国际工程咨询公司在我市组织召开合肥市城市轨道交通近期建设规划以下简称三期规划专家评估会专家组认为三期规划提出的近期拟建项目基本可行可作为下一阶段合肥市开展轨道交通建设工作的展开全文
2019-01-30 17:34,#合轨动态#,合肥轨道交通合轨动态月日受国家发改委委托中国国际工程咨询公司在肥组织召开合肥市城市轨道交通近期建设规划以下简称三期规划专家评估会详情请戳下图爱你爱你
2019-01-28 19:15,#小年夜#,合肥轨道交通小年夜今天小年夜此刻无论你在哪里请收下这份来自城轨交通大家庭的祝福爱你爱你
2019-01-25 10:30,#合轨动态#,合肥轨道交通合轨动态为全面贯彻落实国家省市各级政府安全生产工作要求进一步做好轨道交通运营过程中突发事故预防和应急处置工作月日下午我市轨道交通线网突发大客流应急演练活动在号线珠江路车辆段应急指挥室举行
2019-01-24 17:17,#快讯#,合肥发布快讯合肥号线地铁建设如火如荼新年伊始号线建设全速推进截至目前全线座车站主体结构全部封顶条单线隧道全部贯通地下盾构区间实现洞通铺轨施工累计完成公里占铺轨工程总量的
2019-01-24 12:00,合肥轨道交通发布了头条文章我市轨道交通号线站名正式确定我市轨道交通号线站名正式确定我市轨道交通号线站名正式确定
2019-01-23 17:33,#安全文明出行#,合肥轨道交通安全文明出行近日我市轨道交通号线五里墩站迎来了一批小小乘客他们是来自明珠艺术培训学校的小朋友工作人员通过对车站设备及乘车流程的讲解及演示倡导小朋友们安全文明出行从小做起从我做起活动中五里墩站值班站长吴鹏飞向小朋友们介绍了自动售票机购票的操作方法带领小展开全文
